id,post_id,timestamp,reaction_type,count,rn
3416116,5,2025-01-08 08:00:03.375090,⚡,3,1
3416110,5,2025-01-08 08:00:03.372114,❤,16,1
3416118,5,2025-01-08 08:00:03.376045,🏆,1,1
3416114,5,2025-01-08 08:00:03.374115,🐳,4,1
3416108,5,2025-01-08 08:00:03.371109,👍,132,1
3416113,5,2025-01-08 08:00:03.373621,👏,4,1
3416109,5,2025-01-08 08:00:03.371611,🔥,46,1
3416112,5,2025-01-08 08:00:03.373101,🦄,5,1
3416115,5,2025-01-08 08:00:03.374605,🆒,4,1
3416111,5,2025-01-08 08:00:03.372613,ReactionCustomEmoji(document_id=5832562469821746227),15,1
3416107,5,2025-01-08 08:00:03.370625,ReactionPaid(),2,1
3416124,6,2025-01-08 08:00:03.379612,⚡,2,1
3416121,6,2025-01-08 08:00:03.378285,❤,22,1
3416125,6,2025-01-08 08:00:03.380040,❤‍🔥,2,1
3416120,6,2025-01-08 08:00:03.377865,👍,99,1
3416126,6,2025-01-08 08:00:03.380485,💯,2,1
3416122,6,2025-01-08 08:00:03.378738,🔥,13,1
3416123,6,2025-01-08 08:00:03.379175,ReactionCustomEmoji(document_id=5965313668353626137),9,1
3416119,6,2025-01-08 08:00:03.377403,ReactionPaid(),1,1
3416132,7,2025-01-08 08:00:03.383923,🤩,2,1
3416133,7,2025-01-08 08:00:03.384341,⚡,1,1
3416128,7,2025-01-08 08:00:03.382123,❤,29,1
3416134,7,2025-01-08 08:00:03.384799,🏆,1,1
3416129,7,2025-01-08 08:00:03.382592,👍,12,1
3416130,7,2025-01-08 08:00:03.383034,🔥,7,1
3416131,7,2025-01-08 08:00:03.383465,ReactionCustomEmoji(document_id=5965442594681918706),4,1
3416127,7,2025-01-08 08:00:03.381694,ReactionPaid(),1,1
3416143,8,2025-01-08 08:00:03.389591,⚡,2,1
3416138,8,2025-01-08 08:00:03.387372,❤,13,1
3416144,8,2025-01-08 08:00:03.390019,❤‍🔥,2,1
3416141,8,2025-01-08 08:00:03.388706,🏆,3,1
3416145,8,2025-01-08 08:00:03.390453,🐳,2,1
3416136,8,2025-01-08 08:00:03.386463,👍,125,1
3416140,8,2025-01-08 08:00:03.388243,💯,4,1
3416137,8,2025-01-08 08:00:03.386926,🔥,29,1
3416142,8,2025-01-08 08:00:03.389142,🦄,3,1
3416146,8,2025-01-08 08:00:03.390900,🆒,2,1
3416139,8,2025-01-08 08:00:03.387825,ReactionCustomEmoji(document_id=5965442594681918706),5,1
3416135,8,2025-01-08 08:00:03.386020,ReactionPaid(),1,1
3416151,9,2025-01-08 08:00:03.393879,❤,4,1
3416154,9,2025-01-08 08:00:03.395204,🏆,1,1
3416150,9,2025-01-08 08:00:03.393420,👍,6,1
3416152,9,2025-01-08 08:00:03.394303,👏,1,1
3416153,9,2025-01-08 08:00:03.394766,💯,1,1
3416149,9,2025-01-08 08:00:03.392983,🔥,13,1
3416155,9,2025-01-08 08:00:03.395675,🆒,1,1
3416148,9,2025-01-08 08:00:03.392541,ReactionCustomEmoji(document_id=5458376419253952849),65,1
3416147,9,2025-01-08 08:00:03.392069,ReactionPaid(),3,1
3416157,10,2025-01-08 08:00:03.397166,❤,42,1
3416161,10,2025-01-08 08:00:03.398921,❤‍🔥,1,1
3416162,10,2025-01-08 08:00:03.399339,🏆,1,1
3416158,10,2025-01-08 08:00:03.397604,👍,22,1
3416159,10,2025-01-08 08:00:03.398038,🔥,20,1
3416163,10,2025-01-08 08:00:03.399830,🦄,1,1
3416160,10,2025-01-08 08:00:03.398464,🆒,2,1
3416156,10,2025-01-08 08:00:03.396725,ReactionPaid(),2,1
3416170,11,2025-01-08 08:00:03.405483,🤩,2,1
3416169,11,2025-01-08 08:00:03.405000,⚡,3,1
3416167,11,2025-01-08 08:00:03.403454,❤,14,1
3416168,11,2025-01-08 08:00:03.404442,❤‍🔥,5,1
3416171,11,2025-01-08 08:00:03.406029,🏆,2,1
3416165,11,2025-01-08 08:00:03.401329,👍,51,1
3416166,11,2025-01-08 08:00:03.402952,🔥,23,1
3416172,11,2025-01-08 08:00:03.406540,😍,1,1
3416173,11,2025-01-08 08:00:03.407033,🆒,1,1
3416164,11,2025-01-08 08:00:03.400902,ReactionPaid(),1,1
3416179,12,2025-01-08 08:00:03.410901,⚡,4,1
3416175,12,2025-01-08 08:00:03.408901,❤,128,1
3416183,12,2025-01-08 08:00:03.412858,❤‍🔥,1,1
3416182,12,2025-01-08 08:00:03.412337,🏆,3,1
3416177,12,2025-01-08 08:00:03.409904,👍,25,1
3416180,12,2025-01-08 08:00:03.411388,👏,3,1
3416181,12,2025-01-08 08:00:03.411875,💯,3,1
3416176,12,2025-01-08 08:00:03.409406,🔥,75,1
3416184,12,2025-01-08 08:00:03.413314,🦄,1,1
3416178,12,2025-01-08 08:00:03.410391,ReactionCustomEmoji(document_id=5965181645353914328),14,1
3416174,12,2025-01-08 08:00:03.408403,ReactionPaid(),17,1
3416186,13,2025-01-08 08:00:03.414977,❤,34,1
3416189,13,2025-01-08 08:00:03.416447,🏆,4,1
3416187,13,2025-01-08 08:00:03.415456,👍,15,1
3416188,13,2025-01-08 08:00:03.415940,🔥,6,1
3416185,13,2025-01-08 08:00:03.414477,ReactionPaid(),1,1
3416197,14,2025-01-08 08:00:03.421129,🤩,1,1
3416194,14,2025-01-08 08:00:03.419691,⚡,3,1
3416193,14,2025-01-08 08:00:03.419204,❤,13,1
3416198,14,2025-01-08 08:00:03.421606,🏆,1,1
3416195,14,2025-01-08 08:00:03.420184,👍,2,1
3416192,14,2025-01-08 08:00:03.418737,👏,17,1
3416191,14,2025-01-08 08:00:03.418233,🔥,122,1
3416199,14,2025-01-08 08:00:03.422082,🦄,1,1
3416196,14,2025-01-08 08:00:03.420664,ReactionCustomEmoji(document_id=5386399458932038755),2,1
3416190,14,2025-01-08 08:00:03.417754,ReactionPaid(),1,1
3416201,15,2025-01-08 08:00:03.423961,❤,38,1
3416202,15,2025-01-08 08:00:03.424431,👍,22,1
3416203,15,2025-01-08 08:00:03.424914,🔥,17,1
3416204,15,2025-01-08 08:00:03.425396,ReactionCustomEmoji(document_id=5384105916331202592),3,1
3416200,15,2025-01-08 08:00:03.423465,ReactionPaid(),1,1
3416210,16,2025-01-08 08:00:03.429043,🤩,6,1
3416212,16,2025-01-08 08:00:03.430008,⚡,2,1
3416207,16,2025-01-08 08:00:03.427611,❤,13,1
3416214,16,2025-01-08 08:00:03.430987,🎉,2,1
3416215,16,2025-01-08 08:00:03.431453,🐳,1,1
3416208,16,2025-01-08 08:00:03.428074,👍,12,1
3416213,16,2025-01-08 08:00:03.430478,👏,2,1
3416206,16,2025-01-08 08:00:03.427116,🔥,60,1
3416216,16,2025-01-08 08:00:03.431942,🦄,1,1
3416211,16,2025-01-08 08:00:03.429543,🆒,3,1
3416209,16,2025-01-08 08:00:03.428563,ReactionCustomEmoji(document_id=5965442594681918706),8,1
3416205,16,2025-01-08 08:00:03.426642,ReactionPaid(),1,1
3416220,17,2025-01-08 08:00:03.434635,❤,22,1
3416221,17,2025-01-08 08:00:03.435096,❤‍🔥,10,1
3416222,17,2025-01-08 08:00:03.435577,🎉,10,1
3416223,17,2025-01-08 08:00:03.436046,🏆,6,1
3416219,17,2025-01-08 08:00:03.434129,👍,29,1
3416225,17,2025-01-08 08:00:03.437014,👏,4,1
3416224,17,2025-01-08 08:00:03.436552,🔥,5,1
3416218,17,2025-01-08 08:00:03.433664,ReactionCustomEmoji(document_id=5431776939465516694),133,1
3416217,17,2025-01-08 08:00:03.433191,ReactionPaid(),2,1
3416231,18,2025-01-08 08:00:03.440607,🤩,2,1
3416228,18,2025-01-08 08:00:03.439171,❤,8,1
3416232,18,2025-01-08 08:00:03.441066,🎉,1,1
3416233,18,2025-01-08 08:00:03.441566,🏆,1,1
3416229,18,2025-01-08 08:00:03.439658,👍,6,1
3416230,18,2025-01-08 08:00:03.440130,👏,3,1
3416227,18,2025-01-08 08:00:03.438712,ReactionCustomEmoji(document_id=5431776939465516694),18,1
3416226,18,2025-01-08 08:00:03.438232,ReactionPaid(),3,1
3416238,19,2025-01-08 08:00:03.444563,⚡,1,1
3416237,19,2025-01-08 08:00:03.444099,❤,10,1
3416239,19,2025-01-08 08:00:03.445047,❤‍🔥,1,1
3416240,19,2025-01-08 08:00:03.445534,🏆,1,1
3416235,19,2025-01-08 08:00:03.443168,👍,57,1
3416236,19,2025-01-08 08:00:03.443647,🔥,17,1
3416241,19,2025-01-08 08:00:03.445986,ReactionCustomEmoji(document_id=5375452661036358740),1,1
3416234,19,2025-01-08 08:00:03.442694,ReactionPaid(),3,1
3416243,20,2025-01-08 08:00:03.447619,🤩,2,1
3416242,20,2025-01-08 08:00:03.447121,👍,10,1
3416244,20,2025-01-08 08:00:03.448081,ReactionCustomEmoji(document_id=5375452661036358740),2,1
3416251,21,2025-01-08 08:00:03.452531,⚡,1,1
3416247,21,2025-01-08 08:00:03.450624,❤,6,1
3416252,21,2025-01-08 08:00:03.452996,🏆,1,1
3416246,21,2025-01-08 08:00:03.450150,👍,25,1
3416249,21,2025-01-08 08:00:03.451570,👏,2,1
3416248,21,2025-01-08 08:00:03.451092,🔥,2,1
3416250,21,2025-01-08 08:00:03.452036,ReactionCustomEmoji(document_id=5375452661036358740),2,1
3416245,21,2025-01-08 08:00:03.449646,ReactionPaid(),1,1
3416254,22,2025-01-08 08:00:03.454696,❤,28,1
3416255,22,2025-01-08 08:00:03.455122,👍,17,1
3416257,22,2025-01-08 08:00:03.455985,ReactionCustomEmoji(document_id=5438193998562872816),3,1
3416256,22,2025-01-08 08:00:03.455568,ReactionCustomEmoji(document_id=5963012802833551179),8,1
3416253,22,2025-01-08 08:00:03.454212,ReactionPaid(),2,1
3416260,23,2025-01-08 08:00:03.458016,❤,5,1
3416259,23,2025-01-08 08:00:03.457604,👍,18,1
3416264,23,2025-01-08 08:00:03.459675,👏,1,1
3416261,23,2025-01-08 08:00:03.458425,🔥,4,1
3416263,23,2025-01-08 08:00:03.459262,ReactionCustomEmoji(document_id=5438193998562872816),3,1
3416262,23,2025-01-08 08:00:03.458855,ReactionCustomEmoji(document_id=5963012802833551179),4,1
3416258,23,2025-01-08 08:00:03.457176,ReactionPaid(),2,1
3416267,24,2025-01-08 08:00:03.461786,❤,12,1
3416270,24,2025-01-08 08:00:03.463015,🏆,3,1
3416268,24,2025-01-08 08:00:03.462187,👍,6,1
3416272,24,2025-01-08 08:00:03.463844,👏,1,1
3416266,24,2025-01-08 08:00:03.461336,🔥,70,1
3416269,24,2025-01-08 08:00:03.462611,ReactionCustomEmoji(document_id=5375452661036358740),6,1
3416271,24,2025-01-08 08:00:03.463419,ReactionCustomEmoji(document_id=5386399458932038755),2,1
3416265,24,2025-01-08 08:00:03.460909,ReactionPaid(),2,1
3416279,25,2025-01-08 08:00:03.467746,🤩,1,1
3416278,25,2025-01-08 08:00:03.467309,⚡,1,1
3416275,25,2025-01-08 08:00:03.466087,❤,9,1
3416276,25,2025-01-08 08:00:03.466489,🏆,8,1
3416274,25,2025-01-08 08:00:03.465673,👍,13,1
3416277,25,2025-01-08 08:00:03.466910,🔥,5,1
3416280,25,2025-01-08 08:00:03.468153,🦄,1,1
3416273,25,2025-01-08 08:00:03.465198,ReactionPaid(),1,1
3416282,26,2025-01-08 08:00:03.469871,❤,15,1
3416285,26,2025-01-08 08:00:03.471129,❤‍🔥,1,1
3416286,26,2025-01-08 08:00:03.471569,🏆,1,1
3416284,26,2025-01-08 08:00:03.470711,👍,1,1
3416283,26,2025-01-08 08:00:03.470280,🔥,11,1
3416288,26,2025-01-08 08:00:03.472545,🦄,1,1
3416287,26,2025-01-08 08:00:03.472104,🆒,1,1
3416289,26,2025-01-08 08:00:03.472949,ReactionCustomEmoji(document_id=5386399458932038755),1,1
3416281,26,2025-01-08 08:00:03.469432,ReactionPaid(),2,1
3416293,27,2025-01-08 08:00:03.475443,❤,6,1
3416292,27,2025-01-08 08:00:03.475008,👍,6,1
3416291,27,2025-01-08 08:00:03.474554,🔥,30,1
3416295,27,2025-01-08 08:00:03.476282,ReactionCustomEmoji(document_id=5375452661036358740),2,1
3416294,27,2025-01-08 08:00:03.475881,ReactionCustomEmoji(document_id=5386399458932038755),5,1
3416290,27,2025-01-08 08:00:03.474058,ReactionPaid(),2,1
3416299,28,2025-01-08 08:00:03.478941,❤,13,1
3416301,28,2025-01-08 08:00:03.479792,🏆,2,1
3416303,28,2025-01-08 08:00:03.480627,🐳,1,1
3416298,28,2025-01-08 08:00:03.478528,👍,24,1
3416300,28,2025-01-08 08:00:03.479360,🔥,4,1
3416305,28,2025-01-08 08:00:03.481485,🦄,1,1
3416304,28,2025-01-08 08:00:03.481050,🆒,1,1
3416302,28,2025-01-08 08:00:03.480203,ReactionCustomEmoji(document_id=5375452661036358740),2,1
3416297,28,2025-01-08 08:00:03.478077,ReactionCustomEmoji(document_id=5386399458932038755),39,1
3416296,28,2025-01-08 08:00:03.477641,ReactionPaid(),2,1
3416314,29,2025-01-08 08:00:03.486331,🤩,1,1
3416309,29,2025-01-08 08:00:03.484201,❤‍🔥,8,1
3416312,29,2025-01-08 08:00:03.485468,🏆,3,1
3416307,29,2025-01-08 08:00:03.483331,👍,93,1
3416313,29,2025-01-08 08:00:03.485919,👏,1,1
3416310,29,2025-01-08 08:00:03.484643,🔥,7,1
3416311,29,2025-01-08 08:00:03.485056,🦄,5,1
3416315,29,2025-01-08 08:00:03.486772,🆒,1,1
3416308,29,2025-01-08 08:00:03.483783,ReactionCustomEmoji(document_id=5415825426633202840),41,1
3416306,29,2025-01-08 08:00:03.482902,ReactionPaid(),2,1
3416321,30,2025-01-08 08:00:03.490269,❤,1,1
3416318,30,2025-01-08 08:00:03.488951,❤‍🔥,7,1
3416323,30,2025-01-08 08:00:03.491128,🎉,1,1
3416319,30,2025-01-08 08:00:03.489394,👍,6,1
3416322,30,2025-01-08 08:00:03.490701,👏,1,1
3416317,30,2025-01-08 08:00:03.488534,🔥,21,1
3416320,30,2025-01-08 08:00:03.489848,ReactionCustomEmoji(document_id=5364039794764552798),4,1
3416316,30,2025-01-08 08:00:03.488067,ReactionPaid(),8,1
3416327,31,2025-01-08 08:00:03.493375,🤯,7,1
3416332,31,2025-01-08 08:00:03.495477,❤,2,1
3416331,31,2025-01-08 08:00:03.495067,❤‍🔥,2,1
3416334,31,2025-01-08 08:00:03.496310,🐳,2,1
3416330,31,2025-01-08 08:00:03.494662,👍,3,1
3416329,31,2025-01-08 08:00:03.494230,💯,4,1
3416328,31,2025-01-08 08:00:03.493810,🔥,4,1
3416325,31,2025-01-08 08:00:03.492548,😢,63,1
3416333,31,2025-01-08 08:00:03.495908,🤡,2,1
3416326,31,2025-01-08 08:00:03.492960,ReactionCustomEmoji(document_id=5364212267766259211),29,1
3416324,31,2025-01-08 08:00:03.492097,ReactionPaid(),2,1
3416346,32,2025-01-08 08:00:03.502306,🤩,1,1
3416342,32,2025-01-08 08:00:03.500588,⚡,3,1
3416339,32,2025-01-08 08:00:03.499292,❤,12,1
3416345,32,2025-01-08 08:00:03.501892,❤‍🔥,2,1
3416337,32,2025-01-08 08:00:03.498411,🏆,43,1
3416340,32,2025-01-08 08:00:03.499720,🐳,5,1
3416336,32,2025-01-08 08:00:03.497981,👍,87,1
3416343,32,2025-01-08 08:00:03.501002,👏,3,1
3416341,32,2025-01-08 08:00:03.500145,💯,4,1
3416338,32,2025-01-08 08:00:03.498867,🔥,15,1
3416344,32,2025-01-08 08:00:03.501445,ReactionCustomEmoji(document_id=5384578263949515741),3,1
3416335,32,2025-01-08 08:00:03.497552,ReactionPaid(),3,1
3416351,33,2025-01-08 08:00:03.505246,🤩,2,1
3416352,33,2025-01-08 08:00:03.505681,⚡,1,1
3416349,33,2025-01-08 08:00:03.504402,❤‍🔥,5,1
3416353,33,2025-01-08 08:00:03.506085,👍,1,1
3416350,33,2025-01-08 08:00:03.504833,👏,3,1
3416348,33,2025-01-08 08:00:03.503976,ReactionCustomEmoji(document_id=5431776939465516694),23,1
3416347,33,2025-01-08 08:00:03.503550,ReactionPaid(),1,1
3416359,34,2025-01-08 08:00:03.509229,⚡,1,1
3416358,34,2025-01-08 08:00:03.508819,❤‍🔥,3,1
3416360,34,2025-01-08 08:00:03.509685,🏆,1,1
3416357,34,2025-01-08 08:00:03.508380,👍,4,1
3416355,34,2025-01-08 08:00:03.507549,🔥,23,1
3416356,34,2025-01-08 08:00:03.507963,ReactionCustomEmoji(document_id=5373334920036883705),6,1
3416354,34,2025-01-08 08:00:03.507106,ReactionPaid(),1,1
3416367,35,2025-01-08 08:00:03.513565,⚡,1,1
3416364,35,2025-01-08 08:00:03.512283,❤‍🔥,6,1
3416362,35,2025-01-08 08:00:03.511430,🏆,9,1
3416369,35,2025-01-08 08:00:03.514388,🐳,1,1
3416363,35,2025-01-08 08:00:03.511881,👍,6,1
3416368,35,2025-01-08 08:00:03.513979,👏,1,1
3416366,35,2025-01-08 08:00:03.513131,💯,2,1
3416365,35,2025-01-08 08:00:03.512705,🔥,6,1
3416361,35,2025-01-08 08:00:03.511002,ReactionCustomEmoji(document_id=5373334920036883705),26,1
3416379,36,2025-01-08 08:00:03.519267,🤩,1,1
3416378,36,2025-01-08 08:00:03.518854,⚡,1,1
3416374,36,2025-01-08 08:00:03.517145,❤,5,1
3416375,36,2025-01-08 08:00:03.517592,❤‍🔥,2,1
3416372,36,2025-01-08 08:00:03.516295,🏆,10,1
3416377,36,2025-01-08 08:00:03.518423,🐳,2,1
3416370,36,2025-01-08 08:00:03.515448,👍,63,1
3416376,36,2025-01-08 08:00:03.518010,👏,2,1
3416371,36,2025-01-08 08:00:03.515879,🔥,18,1
3416380,36,2025-01-08 08:00:03.519702,ReactionCustomEmoji(document_id=5386399458932038755),1,1
3416373,36,2025-01-08 08:00:03.516738,ReactionCustomEmoji(document_id=5963012802833551179),10,1
3416385,37,2025-01-08 08:00:03.522645,❤,3,1
3416383,37,2025-01-08 08:00:03.521804,❤‍🔥,6,1
3416386,37,2025-01-08 08:00:03.523054,🐳,3,1
3416382,37,2025-01-08 08:00:03.521371,👍,12,1
3416389,37,2025-01-08 08:00:03.524282,👏,1,1
3416387,37,2025-01-08 08:00:03.523463,💯,2,1
3416388,37,2025-01-08 08:00:03.523879,🔥,1,1
3416381,37,2025-01-08 08:00:03.520942,ReactionCustomEmoji(document_id=5386399458932038755),201,1
3416384,37,2025-01-08 08:00:03.522214,ReactionCustomEmoji(document_id=5963012802833551179),6,1
3416394,38,2025-01-08 08:00:03.527309,❤,9,1
3416396,38,2025-01-08 08:00:03.528154,❤‍🔥,1,1
3416398,38,2025-01-08 08:00:03.529016,🏆,1,1
3416397,38,2025-01-08 08:00:03.528591,🐳,1,1
3416392,38,2025-01-08 08:00:03.526473,👍,14,1
3416395,38,2025-01-08 08:00:03.527743,👏,2,1
3416393,38,2025-01-08 08:00:03.526902,🔥,11,1
3416390,38,2025-01-08 08:00:03.525619,ReactionCustomEmoji(document_id=5375452661036358740),76,1
3416391,38,2025-01-08 08:00:03.526044,ReactionCustomEmoji(document_id=5963012802833551179),23,1
3416400,39,2025-01-08 08:00:03.530566,❤,8,1
3416403,39,2025-01-08 08:00:03.531826,❤‍🔥,2,1
3416405,39,2025-01-08 08:00:03.532653,🐳,1,1
3416401,39,2025-01-08 08:00:03.530987,👍,6,1
3416404,39,2025-01-08 08:00:03.532228,💯,2,1
3416402,39,2025-01-08 08:00:03.531397,🔥,4,1
3416406,39,2025-01-08 08:00:03.533059,ReactionCustomEmoji(document_id=5375452661036358740),1,1
3416399,39,2025-01-08 08:00:03.530123,ReactionCustomEmoji(document_id=5963012802833551179),25,1
3416413,40,2025-01-08 08:00:03.536949,🤩,1,1
3416407,40,2025-01-08 08:00:03.534385,❤‍🔥,16,1
3416412,40,2025-01-08 08:00:03.536511,🎉,1,1
3416414,40,2025-01-08 08:00:03.537371,🏆,1,1
3416409,40,2025-01-08 08:00:03.535251,👍,6,1
3416408,40,2025-01-08 08:00:03.534836,🔥,8,1
3416411,40,2025-01-08 08:00:03.536088,ReactionCustomEmoji(document_id=5375452661036358740),4,1
3416410,40,2025-01-08 08:00:03.535680,ReactionCustomEmoji(document_id=5963012802833551179),5,1
3416419,41,2025-01-08 08:00:03.540332,🤩,1,1
3416415,41,2025-01-08 08:00:03.538600,❤‍🔥,29,1
3416422,41,2025-01-08 08:00:03.541619,🏆,1,1
3416420,41,2025-01-08 08:00:03.540774,🐳,1,1
3416416,41,2025-01-08 08:00:03.539047,👍,7,1
3416418,41,2025-01-08 08:00:03.539929,👏,1,1
3416421,41,2025-01-08 08:00:03.541187,💯,1,1
3416423,41,2025-01-08 08:00:03.542032,ReactionCustomEmoji(document_id=5375452661036358740),1,1
3416417,41,2025-01-08 08:00:03.539484,ReactionCustomEmoji(document_id=5963012802833551179),5,1
3416433,42,2025-01-08 08:00:03.547226,🤩,2,1
3416428,42,2025-01-08 08:00:03.545096,⚡,9,1
3416424,42,2025-01-08 08:00:03.543374,❤‍🔥,111,1
3416430,42,2025-01-08 08:00:03.545960,🎉,4,1
3416434,42,2025-01-08 08:00:03.547674,🏆,2,1
3416427,42,2025-01-08 08:00:03.544702,🐳,12,1
3416431,42,2025-01-08 08:00:03.546372,👍,3,1
3416432,42,2025-01-08 08:00:03.546795,👏,3,1
3416425,42,2025-01-08 08:00:03.543815,🔥,62,1
3416429,42,2025-01-08 08:00:03.545528,ReactionCustomEmoji(document_id=5375452661036358740),5,1
3416426,42,2025-01-08 08:00:03.544235,ReactionCustomEmoji(document_id=5963012802833551179),29,1
3416436,43,2025-01-08 08:00:03.549360,❤,6,1
3416440,43,2025-01-08 08:00:03.551046,🏆,1,1
3416437,43,2025-01-08 08:00:03.549793,👍,5,1
3416439,43,2025-01-08 08:00:03.550638,🔥,2,1
3416435,43,2025-01-08 08:00:03.548921,ReactionCustomEmoji(document_id=5375452661036358740),116,1
3416438,43,2025-01-08 08:00:03.550205,ReactionCustomEmoji(document_id=5384105916331202592),4,1
3416444,44,2025-01-08 08:00:03.553384,👍,1,1
3416441,44,2025-01-08 08:00:03.552109,🔥,9,1
3416443,44,2025-01-08 08:00:03.552968,ReactionCustomEmoji(document_id=5375452661036358740),4,1
3416442,44,2025-01-08 08:00:03.552560,ReactionCustomEmoji(document_id=5384105916331202592),6,1
3416445,45,2025-01-08 08:00:03.554361,❤,13,1
3416447,45,2025-01-08 08:00:03.555235,👍,3,1
3416448,45,2025-01-08 08:00:03.555679,ReactionCustomEmoji(document_id=5375452661036358740),3,1
3416446,45,2025-01-08 08:00:03.554810,ReactionCustomEmoji(document_id=5965442594681918706),6,1
3416449,46,2025-01-08 08:00:03.556674,👍,9,1
3416451,46,2025-01-08 08:00:03.557525,ReactionCustomEmoji(document_id=5375452661036358740),2,1
3416450,46,2025-01-08 08:00:03.557089,ReactionCustomEmoji(document_id=5965442594681918706),7,1
3416452,47,2025-01-08 08:00:03.558538,👍,7,1
3416453,47,2025-01-08 08:00:03.558970,🔥,6,1
3416454,47,2025-01-08 08:00:03.559386,ReactionCustomEmoji(document_id=5965442594681918706),3,1
3416455,48,2025-01-08 08:00:03.560393,🔥,16,1
3416457,48,2025-01-08 08:00:03.561269,ReactionCustomEmoji(document_id=5375452661036358740),2,1
3416456,48,2025-01-08 08:00:03.560831,ReactionCustomEmoji(document_id=5965442594681918706),4,1
3416460,49,2025-01-08 08:00:03.563380,❤,6,1
3416461,49,2025-01-08 08:00:03.563835,👍,3,1
3416459,49,2025-01-08 08:00:03.562958,🔥,16,1
3416462,49,2025-01-08 08:00:03.564248,ReactionCustomEmoji(document_id=5375452661036358740),2,1
3416458,49,2025-01-08 08:00:03.562527,ReactionCustomEmoji(document_id=5965442594681918706),21,1
3416466,50,2025-01-08 08:00:03.566850,❤,2,1
3416465,50,2025-01-08 08:00:03.566417,👍,9,1
3416464,50,2025-01-08 08:00:03.565989,🔥,14,1
3416467,50,2025-01-08 08:00:03.567272,ReactionCustomEmoji(document_id=5375452661036358740),2,1
3416463,50,2025-01-08 08:00:03.565560,ReactionCustomEmoji(document_id=5965442594681918706),23,1
3416469,51,2025-01-08 08:00:03.568716,❤,2,1
3416470,51,2025-01-08 08:00:03.569131,🔥,2,1
3416471,51,2025-01-08 08:00:03.569563,ReactionCustomEmoji(document_id=5206607081334906820),1,1
3416468,51,2025-01-08 08:00:03.568271,ReactionCustomEmoji(document_id=5965442594681918706),137,1
3416473,52,2025-01-08 08:00:03.571445,❤,5,1
3416476,52,2025-01-08 08:00:03.572749,👍,1,1
3416474,52,2025-01-08 08:00:03.571895,🔥,4,1
3416475,52,2025-01-08 08:00:03.572311,ReactionCustomEmoji(document_id=5206607081334906820),3,1
3416472,52,2025-01-08 08:00:03.571010,ReactionCustomEmoji(document_id=5965442594681918706),96,1
3416477,53,2025-01-08 08:00:03.573718,ReactionCustomEmoji(document_id=5460932315637095493),30,1
3416482,54,2025-01-08 08:00:03.576555,❤,1,1
3416481,54,2025-01-08 08:00:03.576106,👍,1,1
3416479,54,2025-01-08 08:00:03.575238,🔥,15,1
3416478,54,2025-01-08 08:00:03.574830,ReactionCustomEmoji(document_id=5460932315637095493),30,1
3416480,54,2025-01-08 08:00:03.575676,ReactionCustomEmoji(document_id=5963012802833551179),10,1
